Sample_ID,Easting_ING,Northing_ING,Na2O_%_XRFS,MgO_%_XRFS,Al2O3_%_XRFS,SiO2_%_XRFS,P2O5_%_XRFS,S_mgkg_XRFS,Cl_mgkg_XRFS,K2O_%_XRFS,CaO_%_XRFS,TiO2_%_XRFS,MnO_%_XRFS,Fe2O3_%_XRFS,Sc_mgkg_XRFS,V_mgkg_XRFS,Cr_mgkg_XRFS,Co_mgkg_XRFS,Ni_mgkg_XRFS,Cu_mgkg_XRFS,Zn_mgkg_XRFS,Ga_mgkg_XRFS,Ge_mgkg_XRFS,As_mgkg_XRFS,Se_mgkg_XRFS,Br_mgkg_XRFS,Rb_mgkg_XRFS,Sr_mgkg_XRFS,Y_mgkg_XRFS,Zr_mgkg_XRFS,Nb_mgkg_XRFS,Mo_mgkg_XRFS,Nd_mgkg_XRFS,Sm_mgkg_XRFS,Yb_mgkg_XRFS,Hf_mgkg_XRFS,Ta_mgkg_XRFS,W_mgkg_XRFS,Hg_mgkg_XRFS,Tl_mgkg_XRFS,Pb_mgkg_XRFS,Bi_mgkg_XRFS,Th_mgkg_XRFS,U_mgkg_XRFS,Ag_mgkg_XRFS,Cd_mgkg_XRFS,In_mgkg_XRFS,Sn_mgkg_XRFS,Sb_mgkg_XRFS,Te_mgkg_XRFS,I_mgkg_XRFS,Cs_mgkg_XRFS,Ba_mgkg_XRFS,La_mgkg_XRFS,Ce_mgkg_XRFS,Au_µgkg_FA_ICPMS,Pd_µgkg_FA_ICPMS,Pt_µgkg_FA_ICPMS
595973C,235304,106593,0.4,1.3,15.1,55.9,0.33,207,100,2.805,0.24,0.737,0.603,6.02,13.6,93,72.7,35.01,45.3,18.74,122.7,16.7,1.8,16.2,2.1,41.1,115.2,55.1,29.5,250.3,13,0.6,31.2,5.6,3.12,6.4,1.5,4.7,,0.5,19,0.8,9.5,2.5,0.3,0.7,0.25,3,3,0.25,12.3,5,442,40,75,3.2,0.82,0.31
595974C,299294,167452,0.9,1.4,15.8,61.1,0.21,500,100,2.701,0.48,1.172,0.217,4.31,10.9,84.6,60.6,20.53,33.3,23.79,97,16.7,1.4,21.2,0.9,9,103.1,84.9,37.5,184,17.4,0.7,33.7,6.5,3.58,4.4,1.5,14,,0.5,78.2,0.6,7.3,2.7,0.3,0.3,0.25,6.7,0.2,0.25,4.5,5,362,38,58,7.5,0.71,0.05
595975C,236664,105677,0.2,1.4,15.2,56.5,0.29,132,100,3.243,0.24,0.737,0.725,6.77,13,100.7,69.4,52.85,52.3,19.55,188.4,17.7,1.6,27.4,1.8,32.7,132.3,44.5,31.3,296.5,13.4,1,36.4,5.6,4.97,8.4,1,5.5,,1.1,24.1,0.3,10.9,2.7,0.1,2.3,0.25,3.5,4.1,0.25,12.3,7,462,44,86,3,0.74,0.14
595976C,241707,114301,0.6,1,16.1,63,0.21,500,100,2.847,1.1,0.783,0.377,6.35,13.5,99.9,77.9,25.39,57.1,25.8,118.4,16.8,1.8,19.3,0.4,9.8,108.9,74.4,31.4,400,14,1.1,34.1,4.1,4.16,9.5,0.8,2.6,,0.25,25.9,0.3,9.9,2.3,0.25,0.5,0.25,2.6,3.4,0.2,3.7,9,418,41,76,16.7,0.78,0.05
595977C,239937,115658,0.3,1.3,15.6,61.5,0.26,500,100,2.732,1.54,0.798,0.231,6.26,13.3,103.5,77.6,27.45,42.2,25.1,106.1,16.7,0.8,15.8,0.5,14.7,107.2,63.6,32.1,423,13.9,0.9,33.5,5.1,4.05,11.3,1,3,,0.4,22.4,0.8,9.9,3.2,0.25,0.2,0.25,3.6,1.9,0.25,4.2,5,392,43,81,2.5,0.73,0.05
595978C,231881,120886,0.3,1.5,16.6,63,0.23,500,100,3.16,0.4,0.804,0.265,6.63,16,116.8,76.5,26.69,51.6,31.05,120.2,18.2,1.7,11.7,0.6,20.9,119.1,59.8,35.3,327.5,13.3,1,32.6,3,5.43,8.3,1,3,,0.25,32.8,0.4,9.5,2.7,0.1,0.7,0.25,2.9,1.5,0.1,5.4,5,454,40,74,0.5,0.25,0.05
595980C,235009,105198,0.2,1.2,14.5,64.5,0.22,19,100,2.826,0.19,0.768,0.089,5.52,9.8,90.5,70.3,24.85,32.6,21.67,92,15.3,1,17.7,1.1,14.6,111.6,42.1,32.9,345.8,14.1,0.9,35.1,5.5,3.81,7.4,1.2,4.3,,0.8,19.4,0.7,10.8,3.1,0.25,0.2,0.25,2.9,4.7,0.1,4.4,6,376,46,89,20.8,1.23,0.33
595981C,231531,115891,0.15,1.4,17.1,61.8,0.21,500,100,2.983,0.11,0.913,0.179,6.15,16.9,116.2,80.9,22.15,39.3,27.72,94.3,18.3,0.6,14.4,0.7,15.9,113.2,27.8,31.2,332.5,14.8,0.9,32.9,6.7,4.28,8.1,0.5,3.7,,0.25,12.9,0.2,10.5,2.5,0.1,0.25,0.25,3.5,1.6,0.25,6,4,390,43,77,3.7,1.48,0.05
595982C,235494,116666,0.5,2,19.4,62.6,0.15,500,100,3.202,0.13,0.898,0.115,7.2,20.7,132.4,84.9,24.96,50.1,25.3,117.7,21.2,1.3,9.5,0.6,8.1,127.7,68.7,33.6,256.1,14,0.6,31.6,6.8,4.85,6.1,0.6,3.1,,0.3,23.2,0.8,9.9,2.4,0.25,1.4,0.25,3.1,0.9,0.25,2.5,4,464,41,79,2.7,0.77,0.05
595983C,238509,131610,0.1,1.8,12.3,52.1,0.25,53,100,2.659,4.91,0.67,0.398,5.24,1.5,82.2,83.7,22.37,45.5,20.86,100.8,12.7,0.1,13.4,0.6,34.9,101.5,49.9,29.4,358.7,12.1,0.7,29.5,6.8,3.24,10.1,0.1,2,,0.2,20.8,0.5,8.6,2.8,0.25,0.7,0.25,4.5,0.9,0.25,9.9,6,372,37,66,3.5,0.86,0.37
595985C,240152,109545,0.6,1.5,18.7,56.9,0.32,4,100,3.15,0.18,0.841,0.349,7.59,14.6,115,83.5,29.5,42.6,26.91,101.1,21.5,1.9,15.9,1.1,15,131.2,80.1,30.9,247.7,13.7,0.8,34.1,4.2,4.51,6.8,0.6,3.9,,0.25,21.5,0.5,10.4,2.3,0.5,0.2,0.2,2.9,2.2,0.25,6.9,7,497,44,83,3.5,0.86,0.05
595986C,242220,132842,0.1,1.4,11.8,57.1,0.31,78,100,3.129,2.98,0.675,0.912,4.74,9.8,67.8,78.4,16.75,33.5,14.5,73.2,12.3,0.6,11.6,1.1,26,123.2,41.2,29.6,609.3,12.2,0.5,27.7,4.4,3.35,14.5,0.2,2.6,,0.1,16,0.5,9.2,2.7,0.25,0.4,0.25,1.7,1.3,0.2,14,8,488,38,68,2.9,0.79,0.05
595987C,310775,144196,0.9,1.8,18.1,62.7,0.15,500,100,2.941,0.28,0.891,0.154,7.33,15.8,112.5,111.7,26.91,40,26.01,96.9,19.8,1.8,11.4,0.6,3.9,112.4,87.3,27.9,456.2,15.7,0.8,31.8,4.4,4.85,10.8,0.3,2.5,,0.6,19.9,0.8,9.4,2.6,0.25,0.25,0.25,4.7,1.7,0.25,1.8,4,467,39,74,2.5,1.09,0.05
595989C,228737,118569,0.2,1.6,15,62.6,0.18,500,100,2.565,0.17,0.865,0.226,5.25,13.3,97.2,88.3,24.53,41.3,19.35,111.4,14.9,1,10.8,0.6,24.9,94.8,34.8,31.1,405.3,13.9,0.5,32.3,3.6,4.74,10.2,0.3,3.2,,0.3,15.5,0.7,10.1,2.9,0.25,0.25,0.1,3,2,0.1,6,4,339,42,78,3.7,0.83,0.05
595990C,237198,108259,0.3,2,13.9,54.4,0.33,365,100,2.377,0.31,0.728,0.318,5.7,11.1,87.7,75.9,29.72,47.7,19.95,133.9,15.4,0.7,11.4,1.4,26,94.9,53.7,31.5,258,12.4,0.9,28.5,2.2,3,7.1,0.2,4,,0.4,22.7,0.4,8.5,3.2,0.1,1.4,0.25,2.5,2,0.1,7.3,4,349,37,68,2.4,0.77,0.05
595991C,234072,132318,0.3,2.2,15.3,63.5,0.17,500,100,3.045,0.87,0.782,0.218,6.59,11.8,103.2,103.2,26.04,55.7,23.99,84.2,16.3,1,19.6,0.4,9.3,114.7,45,29.8,370.2,13.9,0.7,29.3,3.6,3.12,9.3,1,2.7,,0.2,19.7,0.5,9.8,3,0.3,0.3,0.25,2.3,1.9,0.25,3.4,4,428,38,74,2.9,0.79,0.05
595992C,235176,113746,0.4,1.7,17.7,63.1,0.18,500,100,3.024,0.21,0.831,0.234,6.73,18,118.6,80.9,24.42,44.1,25.6,118.3,18.9,1.2,12.2,0.8,14.2,120.6,56.4,30.9,271.8,13.5,0.7,33.8,7,3.58,7,0.9,3.7,,0.4,19.3,0.9,10.6,2.5,0.3,0.5,0.25,3.6,1.9,0.25,4.6,5,423,43,82,4.4,1.3,0.05
595993C,310272,135644,0.8,1.8,15.2,58.8,0.33,99,100,2.503,1.09,0.776,0.183,6.36,12.9,106.9,95.8,20.42,35.5,23.18,102.1,17.1,1.7,15.2,0.7,11.8,91.9,88.8,24.1,368.3,13.5,0.8,32.2,3,4.05,8.9,0.7,3.2,,0.6,26.1,0.3,8.8,2.1,0.25,0.3,0.25,3.5,1.1,0.25,5.7,3,388,34,66,4,0.76,0.18
595994C,315805,156066,0.7,1.8,14.7,62.4,0.35,101,100,2.45,0.81,0.821,0.578,5.83,14.3,107.4,75.7,35.77,40.6,24.49,132,17.3,0.9,23,0.7,25.6,90.4,87.8,33.1,343.2,14.4,0.9,33,5.3,3.35,8.3,0.4,2.8,,0.3,22.4,1,10.2,2.9,0.3,0.5,0.25,3,1.6,0.25,9.2,5,469,34,66,3.3,0.82,0.05
595995C,308255,155454,1.5,1.8,16.3,59.6,0.2,500,100,2.43,0.91,1.445,0.4,6.74,17,114.7,193.5,24.1,35.9,21.47,136.7,18,1.6,23.4,0.4,13,89,86.1,41.2,434.4,19.8,1.1,39.4,6.5,4.39,11.5,1.6,5.5,,0.25,22.9,0.2,12,3.4,0.25,0.25,0.25,5.9,0.9,0.25,6.5,7,346,49,93,3.7,0.82,0.05
595996C,227362,119943,0.2,2.2,11.9,47.2,0.28,163,100,2.294,0.82,0.694,1.4,10.58,11.8,94.6,87.2,73.81,57.3,15.92,323.8,13.5,0.4,34.9,0.9,91.3,85.4,34.5,26.1,285.5,10.4,0.5,27.7,1.5,3.81,6.7,0.5,1.8,,1.1,23,0.7,8.3,4.9,0.1,1.5,0.25,2.5,1.6,0.25,47.7,7,376,33,67,4,0.74,0.25
595997C,237123,119499,0.3,1.5,16.5,60.9,0.28,500,100,2.983,0.34,0.793,0.233,7.02,15.1,116.8,84.8,28.2,56.1,36.5,141.6,18,0.8,12.9,1.3,24.2,118,62.2,33.7,300.6,13.7,1.3,30.6,5.1,2.54,8.1,0.5,3.4,,0.6,37.2,1,9.7,3.7,0.25,1.1,0.25,4,1.2,0.25,8.2,5,417,37,71,3,0.77,0.05
595998C,230942,102824,0.2,1.6,15.7,68,0.14,500,100,3.369,0.12,0.78,0.152,5.46,12,91.4,79.2,16.86,28.7,24.59,81.6,16.8,1.2,18.9,0.5,12.5,132.3,33.7,31.1,382.1,14.9,0.9,32.6,4.9,3.7,10,0.5,4.9,,0.6,22.4,0.6,11.1,2.6,0.3,0.1,0.25,3.2,4.8,0.25,3.4,9,515,48,90,32.8,0.66,0.05
596000C,236521,131041,0.3,1.9,12.7,65.7,0.21,500,100,2.565,1.07,0.745,0.194,5.28,11.7,81.5,105.6,21.39,44.7,19.45,81.7,13,0.7,13.5,0.5,11.6,93.3,40.2,30,834.4,13.6,0.7,32.2,2,4.16,20.4,0.4,3,,0.25,18.5,0.7,10.4,2.9,0.25,0.25,0.25,2.6,1.6,0.25,3.9,4,332,43,78,2.8,0.88,0.23
596001C,293681,177684,2.1,0.7,10.4,68.9,0.43,500,100,2.346,1.53,0.525,0.139,1.84,5.1,32.7,87.6,6.16,11.8,11.07,59.4,11.4,0.4,2.5,0.7,5.4,97.3,119.7,31.5,688.1,10.8,0.5,51,9,3.93,16.7,1.4,2.7,,0.5,24.7,1,31.1,18.6,0.25,0.5,0.25,3.7,0.4,0.1,1.2,5,268,87,165,2.2,0.6,0.05
596002C,290735,179942,2.3,0.8,11.8,70,0.42,500,100,2.795,1.2,0.579,0.283,2.61,6.1,36.5,74,12.96,14.4,13.9,62,12.5,0.9,9.1,0.4,5.6,116.8,109.2,39.6,875.7,10.2,0.6,69.5,13.3,4.51,20.1,1.4,4.1,,0.25,29.6,0.8,41.9,13.5,0.25,0.9,0.25,9.4,0.5,0.25,4.4,6,306,119,223,1.2,0.25,0.05
596003C,292544,170407,3.1,0.6,13.3,68.8,0.27,500,100,3.556,1.07,0.332,0.072,1.38,5.7,18.7,33.8,4.97,7.2,8.85,49.4,14.8,0.7,1.9,0.1,5.6,181.9,121.9,19,496,9,0.3,39.1,8.4,2.77,11,1.9,2,,0.9,30.7,0.3,23.6,7.7,0.25,0.5,0.25,8.7,0.2,0.25,1.6,8,315,66,121,1.3,0.25,0.05
596004C,292545,177269,1.6,1.1,9.8,65.9,0.27,500,100,2.242,3.7,0.449,0.171,2.53,4,43.7,58,11.88,20,16.32,80.3,11,0.5,6.5,0.7,7.7,97.1,134.2,24.5,478.9,8.5,0.3,31.9,4.9,4.16,11.8,0.5,2.4,,0.4,24,0.7,16.4,6.1,0.25,0.9,0.25,4.3,0.6,0.25,2.7,5,283,50,92,2.1,0.66,0.05
596005C,300758,170411,1.7,0.9,13.5,54.9,0.21,2,100,3.003,0.59,0.799,0.228,3.55,7.3,46.4,36.1,10.37,9.4,13.7,75.3,15.6,1.4,20,0.8,18.9,142.4,97.9,20,169.8,14.1,0.5,22.2,3.3,2.89,4.9,1.3,6,,0.5,28.9,0.6,9.9,6.1,0.25,0.25,0.25,17.2,0.2,0.25,6.6,9,321,35,63,3.9,0.71,0.05
596006C,299926,171313,2.2,0.7,13.7,58.6,0.2,500,100,3.223,0.55,0.617,0.288,2.93,6,37.3,30.4,16.1,8.7,16.02,62.3,16.5,1,15.4,0.6,16.1,159.7,102.7,45.4,186.8,12.3,0.6,49.2,10.7,3.24,3.8,1.4,7.3,,1.2,33.7,0.9,9.8,8.1,0.1,0.2,0.25,14.7,0.25,0.25,10.7,10,325,47,64,2.4,0.6,0.05
596007C,300203,171083,2.1,0.9,14,60.9,0.22,500,100,3.129,0.63,0.73,0.196,3.05,6,43,34.1,10.26,9.3,11.78,71.7,16.5,1.8,15.9,0.7,17.8,152.6,101.6,21.1,167.7,13.7,0.6,22,2.9,1.16,4.6,2.4,4.4,,0.4,30.8,0.6,9.6,10,0.25,0.3,0.25,13.9,0.25,0.25,7.2,9,318,35,63,0.5,0.25,0.05
596008C,293624,175015,3.1,0.4,12.1,69,0.37,500,100,2.92,1.22,0.321,0.071,1.13,3.1,20.2,28.6,4.1,5.4,9.96,35.8,13.2,1.3,3.5,0.2,4.4,134.7,125.6,22.2,319,7,0.3,33.1,8.5,1.5,8.7,0.1,1.6,,0.7,25.4,0.7,21.6,9.8,0.25,0.2,0.2,4.3,0.25,0.25,0.9,5,295,60,112,2.3,0.25,0.05
596009C,299653,171617,2.1,0.8,13.5,57.6,0.26,38,100,3.16,0.6,0.573,0.287,3.02,6.7,39.5,34.3,15.77,9.2,19.55,74.7,17,0.9,35.1,0.8,26.5,160.7,104.6,21.9,185.5,11.6,0.7,23.4,4.9,2.08,5.6,2.1,3.8,,0.8,33,0.5,10.1,10.1,0.25,0.3,0.25,9.3,0.25,0.25,22.1,10,326,34,62,2.6,0.61,0.05
596011C,300072,171060,0.9,1.5,16.7,54,0.2,92,100,2.857,0.41,1.073,0.153,5.48,14.8,93.3,68.9,15.99,16.7,22.07,90.2,18.7,1.7,34.8,0.5,9.6,112.3,85.5,30.7,189.6,19.4,0.9,29,3.8,5.09,4.7,1.2,4.9,,0.3,26,0.8,10.8,2.9,0.25,0.25,0.25,9.7,0.6,0.25,3.7,10,381,44,78,2.2,0.65,0.05
596012C,295879,179702,1.2,1.1,8.2,64,0.28,29,100,1.845,4.05,0.378,0.285,2.39,1.5,36.9,70,7.78,21,14.5,73.5,9.1,0.6,5.1,0.7,13.9,76.4,118.2,22.1,502,7.3,0.6,25.4,3.1,2.89,11,0.1,2,,0.6,23.4,1,12.9,7,0.25,1.2,0.25,3.8,0.6,0.25,10.4,4,234,39,71,4.9,1.03,0.05
596013C,296637,176071,2.1,0.9,10.9,63.4,0.3,500,100,2.492,1.56,0.425,0.18,2.24,4,34.8,48.5,8.21,12.9,14.1,74.2,13.8,0.7,4.4,0.4,11,123.9,113.8,19.2,349,9.8,0.4,29.6,4,1.62,8,1.5,2,,0.4,26.8,0.8,15.5,5.8,0.25,0.4,0.25,7.9,0.5,0.1,3.1,6,265,46,85,2.5,0.25,0.05
596014C,281491,157589,1.8,2.3,18.5,48,0.12,500,100,2.544,1.71,0.727,0.09,5.95,11.7,96.6,50.2,19.77,38.5,65.97,145.5,23.2,0.8,20.8,0.4,13.5,116.7,208.5,39.1,284.8,10.9,0.8,44.5,7.5,3.93,7.6,0.9,2.1,,0.4,21.6,0.5,22.6,5.3,0.2,0.25,0.25,25.1,0.4,0.25,5.6,8,399,70,124,3,0.75,0.14
596015C,291049,167133,2.6,0.5,10.8,71,0.26,500,100,2.534,1.08,0.278,0.089,1.15,3.7,20.8,34.3,7.13,7.7,9.46,44.4,11.6,0.6,1.7,0.4,10.6,123.7,109.1,18.6,408.8,6.1,0.2,29.4,5,1.73,10.3,1.4,2.1,,0.6,25.3,1,18,7.4,0.25,0.8,0.25,8.7,0.2,0.25,2.5,8,251,53,94,2.2,0.54,0.05
596016C,301063,169810,1.6,1,14.3,53.1,0.2,500,100,3.129,0.6,0.879,0.283,4.07,7.4,62.9,44.8,10.05,13.3,22.17,84.5,16.8,1.4,20.3,0.6,19.6,140.8,98.3,22.6,170.3,16,0.8,21.9,1.9,2.89,3.9,2,9.9,,0.6,53.3,0.7,9.9,5.7,0.2,0.3,0.25,36.7,0.8,0.25,7.5,9,338,36,65,2.7,0.65,0.05
596018C,298535,166107,0.8,1.8,18.5,55.6,0.18,500,100,3.191,0.39,0.906,0.251,6,15.3,98.7,73.5,23.02,28.8,26.71,106.2,19,1.9,33.6,0.5,11.9,123.2,75.5,28.4,211.7,16.2,0.9,33.8,6.3,3.24,5.9,1.4,10.5,,0.25,25.5,0.2,10.9,3.2,0.2,0.25,0.25,6.6,0.3,0.25,4.9,8,447,42,73,2.8,0.92,0.12
596019C,298135,177624,2.9,0.5,13.4,56,0.39,21,100,3.306,0.96,0.332,0.248,1.77,6,19,19.8,10.05,3.8,26.21,47,15.6,1.1,2.8,0.8,34.7,171.7,113.7,53.5,246.1,8.2,0.5,64.5,14,3.81,6.2,2.6,3.1,,1,39.2,1.4,25.2,95.4,0.25,0.4,0.25,9.4,0.2,0.25,43.2,10,296,91,179,2.5,0.52,0.47
596020C,303970,160363,0.8,1.8,20.9,57.5,0.16,500,100,3.39,0.36,1.085,0.318,7.54,16.8,126.2,98.9,29.28,40.8,32.77,105.1,23.4,1.3,26.6,1.1,21.4,136.9,113.8,43.7,250.9,18,1.1,50.7,8.8,5.43,6.3,0.7,4.5,,0.3,31,0.9,12.8,4.3,0.4,0.25,0.25,5.9,0.7,0.25,11.7,6,562,68,125,3.8,1.16,0.05
596021C,298762,176911,3.5,0.6,14.2,59.9,0.31,500,100,3.577,1.04,0.319,0.145,1.66,4.9,18.6,14.2,4.43,2.2,9.86,45.1,17,1.1,1.5,0.4,7.8,182,122.3,21.2,172.8,7.9,0.1,26.2,6,2.54,4.8,1.7,1.8,,0.7,29.5,0.6,16,34.5,0.25,0.2,0.25,7.1,0.25,0.25,1.9,8,293,48,91,2.1,0.25,0.05
596023C,320957,185490,0.9,2.9,16.6,57.6,0.18,500,100,2.743,0.56,0.91,0.347,7.36,16.1,122.8,176.2,28.42,53.5,118.04,815.6,19.3,1.1,42.2,0.6,10.2,101,93.2,99.5,338.8,18.5,2,123.7,24.8,6.59,8.3,0.3,5.6,,0.8,188.5,0.1,13.6,3.7,0.3,4,0.25,3.5,2.4,0.25,5.6,4,501,138,123,12.4,1.53,0.44
596024C,296452,175180,2.8,0.8,12.6,63.1,0.34,500,100,3.076,1.16,0.397,0.157,2.03,5.5,26,29.8,8.53,7.7,9.56,52.4,14.5,0.7,3.8,0.6,16.4,150.7,124.7,20.6,306.3,8.4,0.4,31.1,7.6,1.62,7,0.5,1.8,,0.5,26.5,1,16.7,7.6,0.25,0.3,0.2,5.4,0.4,0.25,5,6,311,49,89,2.2,0.54,0.42
596026C,290557,176985,1.7,0.9,11.2,60.6,0.41,39,100,2.565,1.25,0.449,0.269,3.82,5.3,43.9,55.4,17.4,18.6,16.02,101.1,14.3,0.4,12.4,0.9,12,118.9,108.9,24.6,382.3,9.1,0.7,31.9,5,2.2,9.2,2,2.9,,0.2,26.8,0.3,15,14.8,0.25,1.1,0.25,5.2,0.3,0.25,5.6,8,318,47,88,2.4,0.59,0.05
596028C,280449,158024,1.4,1.5,16.2,58.1,0.12,500,100,2.951,0.55,0.928,0.076,4.23,10.9,82.2,55,9.72,16.6,24.39,112.1,18.4,1.2,12.3,0.3,8.2,127.7,99.7,29.8,219.5,15.6,0.8,31.3,5.8,2.43,5.3,2.2,3.1,,0.4,30.5,0.15,16,11.1,0.1,0.2,0.25,20.5,0.1,0.25,1.8,9,371,53,96,3.7,6.07,1.01
596029C,292503,165105,1.4,1.8,15.2,53.6,0.19,500,100,2.972,1.61,0.897,0.592,5.3,10.9,89.1,54.5,15.67,29.3,44.67,170.2,17.5,1.3,13.8,0.5,12.6,136.2,125.8,35,418.5,14.4,3.4,50.1,7.9,3.35,9.6,2,3.4,,0.4,40.9,0.6,24.6,23,0.25,1.3,0.25,37.4,0.3,0.25,8.2,15,560,85,157,2.5,0.95,0.05
596030C,302464,149835,0.9,1.6,17.4,56.4,0.34,500,100,2.763,0.57,0.981,0.684,7.6,15.2,122.1,88.1,34.8,44.6,46.59,239.7,20.1,0.7,29.9,0.3,7.4,111.3,97,33.5,247.1,15.4,1.1,40.2,6.2,3.81,6.1,1.1,3.5,,0.4,106.2,0.15,10.1,2.8,0.2,0.3,0.25,10.3,2.2,0.25,3.8,10,524,46,88,5.9,0.99,0.43
596031C,293720,175042,2,0.6,11.1,62.7,0.32,104,100,2.513,1.07,0.386,0.105,1.99,6.2,32.6,38.8,9.4,11.3,12.59,70,14,0.6,5.7,0.4,8.5,124.1,109.6,18.2,286.4,8.3,0.5,25.7,5.8,1.04,8,1.2,1.7,,0.8,24.6,0.2,12.5,9.1,0.25,0.6,0.25,8.2,0.2,0.25,2.2,7,284,39,72,2.5,0.52,0.05
596032C,292881,170947,2.2,0.7,11.2,71.3,0.3,500,100,2.67,0.98,0.417,0.092,2.09,6.2,32.1,41.8,8.64,11.5,13.59,61.8,13.1,0.6,7.6,0.2,7,134.9,96.4,21.3,378.2,9.9,0.6,29.5,3.9,1.5,8.8,1.3,2.4,,0.8,26.3,0.4,16.8,9.4,0.25,0.4,0.25,6.7,0.3,0.25,2.3,7,257,47,89,2.7,0.52,0.5
596033C,323558,191719,0.7,1,15.3,58.8,0.22,139,100,2.503,0.41,0.786,0.326,5.61,12.3,91.7,73.8,28.64,62.4,51.44,207.3,16.3,1.4,22.7,0.7,12.9,92.8,70.8,30.4,288.7,14.1,1,38.6,7.8,3.58,7.6,0.4,3.2,,0.3,81.4,1.4,9.6,2.6,0.25,0.4,0.25,6.8,3.4,0.1,5.3,7,398,45,88,12,1.36,0.05
596034C,298592,166063,0.8,1.9,19.2,55.4,0.17,500,100,3.285,0.43,0.894,0.233,6.29,15.9,108.5,76.2,25.07,29.9,28.13,108.6,20.3,1.9,33.3,0.7,10.4,127.6,76,28.8,196.5,15.7,1,33.2,4,5.09,5,0.5,9.7,,0.5,22.8,1.1,9.7,2.7,0.4,0.4,0.25,8,0.25,0.2,4.7,9,469,39,68,2.5,0.8,0.05
596036C,312462,176964,0.7,2.1,18.2,61.7,0.09,500,100,2.868,0.26,0.885,0.262,6.24,17.6,115.7,74.9,22.69,32.9,23.48,95.9,18.9,1.3,9.4,0.5,11.5,107.2,79.5,26.5,195.7,14.6,0.9,29.4,1,3.12,5.5,1.2,3.1,,0.5,20.7,0.7,8.9,2.3,0.25,0.1,0.25,3.4,0.6,0.25,4.4,4,415,36,65,2.5,1.07,0.32
596037C,291626,176148,2,0.8,11.8,60.2,0.51,500,100,2.753,1.4,0.459,0.256,2.9,3.4,36,38.5,26.58,15.4,13.9,92.9,13.6,0.7,7.6,0.5,10.9,127.3,119.8,30.3,344.4,9.6,0.5,38.2,7,2.08,8.8,1.5,2.4,,0.8,29,0.5,23,17.9,0.25,1.6,0.25,5.7,0.2,0.25,4,7,326,71,133,1.9,0.53,0.21
596038C,295041,173476,2,0.6,11.1,45.2,0.26,775,28,2.868,0.89,0.389,0.11,1.87,6.1,23,21.4,4.64,4.9,28.93,51.3,18.2,0.9,3.5,2.2,60.8,176.6,105.1,16.3,257.2,9.2,0.8,27.2,5.3,1.62,7.1,1.5,1.9,,1,33,1.2,17.2,22,0.25,0.3,0.25,9.7,0.25,0.25,11.1,9,242,48,85,2.7,0.56,0.05
596039C,290668,176776,2.2,0.7,11.5,61.5,0.3,87,100,2.732,1.13,0.344,0.216,2.6,4.3,32.5,29.6,17.72,12.3,12.28,87.9,14,0.7,8.2,0.4,9.5,124.1,120,17.3,204.5,7.4,0.7,20.3,4.8,1.73,5.6,0.8,2.3,,0.7,27.4,0.3,9.8,11.6,0.25,1.1,0.25,4.7,0.5,0.25,3.6,7,326,32,60,2.4,0.53,0.15
596040C,300915,170083,1.9,0.9,13.9,59.4,0.19,500,100,3.024,0.57,0.735,0.209,3.26,7.8,46.4,35.5,10.59,8.8,11.78,73.7,17.5,1.2,16.6,0.5,13.6,140.8,97.3,20.2,161.2,13.6,0.7,19.7,3.3,2.66,4.9,1.1,3.6,,0.6,27.1,0.4,8.4,5.2,0.5,0.3,0.25,8.6,0.2,0.25,4.4,9,322,29,53,2.5,0.52,0.05
596041C,302926,149541,0.8,1.3,17.5,55.3,0.44,2,100,2.701,0.47,0.987,0.66,7.25,19.2,115.9,90.1,30.8,41.7,36,269.6,20.5,1.4,22.2,0.8,12.7,114.4,98.3,31.5,267,14.9,1,36.9,6.3,4.62,8.4,1.2,3.2,,0.5,69,1.1,10.6,2.5,0.6,0.1,0.25,6.5,2.2,0.1,11.7,14,491,46,87,5.4,0.87,0.52
596043C,291397,167349,1.9,0.6,10.7,57.9,0.34,193,100,2.534,1.1,0.349,0.139,2,2.6,29.2,31.7,9.83,10,16.12,70.5,15.1,0.8,5,1,28.1,144.1,103.2,24.7,388.5,7.6,0.6,34.1,4.9,3.47,9.8,1,1.6,,0.8,28.9,0.6,16,13.8,0.25,1.5,0.25,11.4,0.3,0.25,10.4,13,250,50,87,2.6,0.25,0.12
596044C,303109,160396,0.8,1.7,19.9,57.7,0.18,500,100,3.233,0.3,0.986,0.325,7.12,16.7,123.4,92.7,38.58,44.7,30.24,135.8,22.7,2,31,0.7,13,132.5,113.1,33.3,229.3,17,1.4,42.3,5.2,3.24,5.8,0.5,5.2,,1,30.6,0.15,11.4,3.6,0.2,0.3,0.25,5.9,1.1,0.25,5.4,6,521,61,111,6.4,1,0.05
596046C,292453,173386,2,0.7,11.4,59.1,0.37,172,100,2.763,1.02,0.411,0.116,2.18,3.5,33.5,37.6,10.69,11.3,15.81,74.9,14.5,0.7,5.4,0.8,16.3,144.3,103.5,22,370.6,9,0.5,30.7,5,1.96,9.3,1,1.8,,0.4,32.2,0.6,17.3,14.1,0.25,0.9,0.25,7.6,0.4,0.25,4.8,8,280,51,94,4,0.64,0.05
