Sample_ID,Easting_ING,Northing_ING,pH,SEC_µScm,HCO3_mgL,NPOC_mgL,Cl_mgL_IC,SO4_mgL_IC,NO3_mgL_IC,Br_mgL_IC,NO2_mgL_IC,HPO4_mgL_IC,F_mgL_IC,Li_µgL_ICPMS,Be_µgL_ICPMS,B_µgL_ICPMS,Na_mgL_ICPMS,Mg_mgL_ICPMS,Al_µgL_ICPMS,Si_µgL_ICPMS,P_mgL_ICPMS,S_mgL_ICPMS,K_mgL_ICPMS,Ca_mgL_ICPMS,Ti_µgL_ICPMS,V_µgL_ICPMS,Cr_µgL_ICPMS,Mn_µgL_ICPMS,Fe_µgL_ICPMS,Co_µgL_ICPMS,Ni_µgL_ICPMS,Cu_µgL_ICPMS,Zn_µgL_ICPMS,Ga_µgL_ICPMS,As_µgL_ICPMS,Se_µgL_ICPMS,Rb_µgL_ICPMS,Sr_µgL_ICPMS,Y_µgL_ICPMS,Zr_µgL_ICPMS,Nb_µgL_ICPMS,Mo_µgL_ICPMS,Ag_µgL_ICPMS,Cd_µgL_ICPMS,Sn_µgL_ICPMS,Sb_µgL_ICPMS,Cs_µgL_ICPMS,Ba_µgL_ICPMS,La_µgL_ICPMS,Ce_µgL_ICPMS,Pr_µgL_ICPMS,Nd_µgL_ICPMS,Sm_µgL_ICPMS,Eu_µgL_ICPMS,Tb_µgL_ICPMS,Gd_µgL_ICPMS,Dy_µgL_ICPMS,Ho_µgL_ICPMS,Er_µgL_ICPMS,Tm_µgL_ICPMS,Yb_µgL_ICPMS,Lu_µgL_ICPMS,Hf_µgL_ICPMS,Ta_µgL_ICPMS,W_µgL_ICPMS,Tl_µgL_ICPMS,Pb_µgL_ICPMS,Bi_µgL_ICPMS,Th_µgL_ICPMS,U_µgL_ICPMS
587458W,184175,388773,7.09,30,5.12,10.1,16.089,1.559,0.025,0.04,0.02,0.05,0.105,0.381,0.0058,2.5,9.86,1.386,110.4,2103,0.006,0.53,0.18,1.53,1.661,0.339,0.303,55.17,627.9,0.261,0.26,0.253,0.842,0.005,0.31,0.059,0.26,8.001,0.1727,0.043,0.0044,0.015,0.025,0.0013,0.01,0.0158,0.0005,1.83,0.065,0.143,0.016,0.038,0.018,0.004,0.004,0.024,0.023,0.005,0.018,0.003,0.018,0.003,0.005,0.001,0.01,0.005,0.209,0.005,0.0132,0.019
587459W,170394,389764,7.08,50,8.29,2.18,21.892,3.394,0.133,0.05,0.059,0.05,0.023,0.359,0.0051,2.5,12.64,2.426,18.5,877,0.0016,1.25,0.758,3.29,0.134,0.155,0.185,1.57,18.5,0.018,0.17,0.205,0.429,0.005,0.05,0.02,1.285,17.367,0.0595,0.032,0.0014,0.015,0.025,0.0018,0.01,0.0077,0.0005,9.12,0.037,0.053,0.009,0.005,0.007,0.002,0.001,0.01,0.011,0.002,0.007,0.001,0.01,0.001,0.005,0.001,0.01,0.005,0.01,0.005,0.0072,0.038
587460W,182379,388223,6.93,51,20.48,3.37,15.484,2.636,0.025,0.03,0.047,0.05,0.005,0.377,0.0025,2.5,10.47,2.452,21.7,2417,0.0017,1.01,0.416,5,0.402,0.183,0.142,24.06,259.3,0.111,0.24,0.57,0.526,0.005,0.26,0.02,0.568,20.847,0.083,0.025,0.0015,0.015,0.025,0.0047,0.033,0.0099,0.0005,3.27,0.02,0.055,0.006,0.005,0.008,0.003,0.001,0.012,0.014,0.003,0.009,0.001,0.01,0.001,0.005,0.001,0.01,0.005,0.022,0.005,0.0074,0.011
587461W,187722,394307,7.18,68,47.55,5.43,15.467,3.061,0.025,0.01,0.005,0.05,0.005,0.606,0.0017,2.5,9.93,2.438,18.2,1378,0.0032,1.09,0.305,11.35,0.529,0.17,0.075,78.69,798.8,0.171,0.31,0.328,0.713,0.005,0.51,0.02,0.437,54.252,0.12,0.046,0.0017,0.055,0.025,0.003,0.023,0.0129,0.0005,7.43,0.066,0.123,0.015,0.024,0.012,0.004,0.003,0.018,0.015,0.004,0.012,0.001,0.013,0.002,0.005,0.001,0.01,0.005,0.049,0.005,0.0104,0.043
587462W,196089,432253,6.91,43,4.02,5.55,30.639,8.624,0.347,0.08,0.005,0.05,0.117,0.745,0.0024,2.5,19.05,2.948,30.4,2725,0.0072,3.27,1.074,9.9,0.576,0.232,0.179,93.23,1245.8,0.385,0.44,0.588,1.146,0.005,0.16,0.045,1.719,50.306,0.1094,0.094,0.0032,0.043,0.025,0.0047,0.03,0.0165,0.0047,18.62,0.05,0.119,0.011,0.005,0.015,0.004,0.003,0.016,0.018,0.004,0.014,0.001,0.017,0.003,0.005,0.001,0.01,0.005,0.081,0.005,0.0131,0.007
587463W,186035,420021,6.51,48,10.12,4.67,19.356,3.03,0.315,0.06,0.005,0.05,0.005,0.402,0.0049,2.5,11.65,1.366,50.9,2016,0.0005,1,0.645,0.8,0.759,0.306,0.082,25.97,155.7,0.207,0.13,0.05,0.685,0.005,0.09,0.078,0.627,9.759,0.0283,0.01,0.0022,0.015,0.025,0.0029,0.03,0.0102,0.0005,3.93,0.024,0.062,0.007,0.005,0.005,0.001,0.001,0.006,0.006,0.001,0.003,0.001,0.003,0.001,0.005,0.001,0.01,0.01,0.04,0.005,0.008,0.004
587464W,167116,390335,7.2,93,11.7,7.18,18.788,2.735,0.025,0.03,0.005,0.05,0.005,0.439,0.0058,2.5,11.82,1.685,38.4,883,0.0022,1.04,0.423,2.8,0.775,0.245,0.172,6.87,402.2,0.048,0.19,0.202,0.435,0.005,0.11,0.059,0.611,13.475,0.1794,0.074,0.0033,0.015,0.025,0.0042,0.01,0.0137,0.0005,3.83,0.123,0.249,0.033,0.114,0.034,0.011,0.006,0.035,0.031,0.006,0.018,0.003,0.021,0.003,0.005,0.001,0.01,0.005,0.045,0.005,0.0106,0.031
587465W,187713,393040,7.56,49,8.29,4.43,13.879,2.706,0.025,0.01,0.005,0.05,0.005,0.343,0.0034,2.5,9.07,1.534,12.4,714,0.0013,0.87,0.316,7.94,0.343,0.11,0.067,20.86,1030.9,0.072,0.21,0.05,0.807,0.005,0.98,0.042,0.712,50.119,0.1167,0.038,0.0012,0.015,0.025,0.0038,0.01,0.0137,0.0005,16.81,0.029,0.059,0.006,0.005,0.01,0.004,0.002,0.014,0.016,0.004,0.013,0.001,0.014,0.003,0.005,0.001,0.01,0.005,0.038,0.005,0.011,0.021
587467W,187811,393251,7.38,44,9.88,3.21,13.817,2.697,0.025,0.01,0.005,0.05,0.005,0.322,0.0031,2.5,9.18,1.111,12.4,419,0.0026,1.03,0.227,3.2,0.122,0.146,0.065,27.8,329.4,0.109,0.17,0.131,0.5,0.005,0.24,0.02,0.428,22.255,0.0982,0.034,0.0005,0.015,0.025,0.0005,0.01,0.0105,0.0005,10.83,0.023,0.056,0.006,0.005,0.009,0.001,0.002,0.012,0.017,0.003,0.012,0.001,0.014,0.002,0.005,0.001,0.01,0.005,0.022,0.005,0.0098,0.017
587469W,185451,415129,7.13,35,4.75,4.52,20.229,2.949,0.025,0.04,0.005,0.05,0.005,0.575,0.0063,2.5,12.65,1.767,61.6,954,0.0005,0.98,0.408,1.44,0.865,0.188,0.087,7.28,195.3,0.063,0.05,0.213,0.125,0.005,0.06,0.064,0.443,11.094,0.0431,0.01,0.0019,0.05,0.025,0.0005,0.01,0.0104,0.0029,1.51,0.032,0.071,0.008,0.005,0.009,0.001,0.001,0.008,0.008,0.001,0.005,0.001,0.005,0.001,0.005,0.001,0.01,0.005,0.029,0.005,0.0085,0.045
587470W,182794,390197,7.05,42,9.63,9.98,18.444,1.507,0.198,0.04,0.005,0.05,0.005,0.547,0.005,2.5,12.02,1.905,29.7,1404,0.0048,0.69,0.278,8.65,0.824,0.245,0.146,95.94,1404.6,0.203,0.11,0.317,1.095,0.005,1.15,0.052,0.317,32.985,0.2613,0.066,0.0017,0.015,0.025,0.0022,0.041,0.0153,0.0005,10.3,0.114,0.237,0.032,0.097,0.036,0.011,0.007,0.047,0.041,0.009,0.027,0.004,0.027,0.005,0.005,0.001,0.01,0.005,0.268,0.005,0.0106,0.015
587471W,190225,418592,7.07,44,10.36,5.71,16.56,3.812,1.17,0.01,0.005,0.05,0.033,0.32,0.0042,2.5,10.53,1.341,78.7,888,0.0005,1.25,0.464,1.1,1.086,0.289,0.095,5.39,97.7,0.08,0.15,0.368,0.707,0.005,0.08,0.08,0.422,8.914,0.0498,0.01,0.0019,0.015,0.025,0.002,0.024,0.0151,0.0005,3.71,0.039,0.084,0.01,0.015,0.009,0.001,0.001,0.011,0.009,0.001,0.006,0.001,0.004,0.001,0.005,0.001,0.01,0.005,0.066,0.005,0.0057,0.004
587472W,199555,438993,7.8,246,171.91,3.42,67.816,12.23,0.587,0.18,0.005,0.05,0.077,0.806,0.0017,2.5,41.46,9.318,12.5,2744,0.0014,4.51,1.937,59.63,0.147,0.188,0.089,44.25,95,0.077,0.24,0.904,0.125,0.005,0.26,0.182,0.809,380.421,0.0402,0.029,0.0025,0.118,0.025,0.0052,0.01,0.0174,0.0005,33.09,0.012,0.015,0.002,0.005,0.003,0.001,0.001,0.005,0.005,0.001,0.004,0.001,0.004,0.001,0.005,0.001,0.01,0.005,0.01,0.005,0.0025,0.215
587473W,172785,415603,6.74,131,60.96,12.48,62.657,14.841,0.025,0.25,0.005,0.05,0.022,2.841,0.0637,2.5,36.76,5.561,154.7,1653,0.0121,6.01,2.245,11.61,1.681,0.61,0.399,34.64,469.7,0.303,0.5,0.664,4.155,0.06,0.29,0.113,2.901,96.848,0.3001,0.252,0.012,0.213,0.025,0.0153,0.023,0.0382,0.0859,14.64,0.496,0.769,0.096,0.324,0.062,0.017,0.01,0.064,0.049,0.01,0.029,0.004,0.028,0.005,0.011,0.001,0.01,0.011,0.152,0.005,0.0321,0.3
587474W,172507,417500,6.97,137,37.8,8.56,56.363,10.021,0.025,0.12,0.005,0.05,0.025,1.799,0.0161,2.5,32.94,4.387,83.3,178,0.0132,3.67,1.813,11.24,0.759,0.323,0.146,13.24,192.1,0.058,0.21,0.493,2.688,0.005,0.27,0.09,1.981,94.161,0.0558,0.086,0.0057,0.089,0.025,0.0043,0.01,0.0426,0.0356,6.23,0.097,0.17,0.019,0.037,0.01,0.003,0.001,0.012,0.009,0.001,0.007,0.001,0.005,0.001,0.005,0.001,0.01,0.005,0.077,0.005,0.0123,0.093
587475W,169810,389720,7.15,60,24.14,1.61,24.583,3.094,0.098,0.06,0.005,0.05,0.005,0.366,0.0014,2.5,13.85,1.932,12.1,954,0.0005,1.02,0.567,2.01,0.16,0.076,0.121,1.13,11.3,0.018,0.21,0.154,0.457,0.005,0.02,0.02,1.123,13.442,0.0446,0.01,0.0005,0.015,0.025,0.0038,0.01,0.0025,0.0005,11.02,0.043,0.061,0.009,0.019,0.007,0.001,0.001,0.01,0.008,0.002,0.005,0.001,0.005,0.001,0.005,0.001,0.01,0.005,0.01,0.005,0.0025,0.007
587476W,175063,391904,5.49,55,7.56,8.47,22.936,2.325,0.105,0.04,0.005,0.05,0.005,0.651,0.0051,2.5,14.28,1.872,68.8,1123,0.0023,0.87,0.417,2.17,1.421,0.26,0.396,12.55,475.4,0.151,0.35,0.408,3.263,0.005,0.13,0.05,0.691,14.288,0.1217,0.022,0.0025,0.015,0.025,0.0033,0.024,0.014,0.0262,5.27,0.169,0.368,0.041,0.116,0.027,0.007,0.004,0.024,0.02,0.004,0.012,0.001,0.011,0.001,0.005,0.001,0.01,0.005,0.143,0.005,0.0133,0.011
587477W,191063,420593,7.35,83,35.36,4.84,19.407,5.3,0.469,0.01,0.005,0.05,0.005,0.403,0.0027,2.5,11.95,3.115,19.1,1589,0.0005,1.95,0.884,11.88,0.326,0.165,0.082,13.84,139.1,0.044,0.16,0.225,0.125,0.005,0.09,0.064,1.064,43.31,0.0521,0.01,0.002,0.038,0.025,0.0051,0.024,0.0164,0.0024,11.89,0.057,0.072,0.013,0.017,0.012,0.002,0.001,0.011,0.008,0.001,0.005,0.001,0.005,0.001,0.005,0.001,0.01,0.005,0.035,0.005,0.0025,0.07
587478W,186849,394167,7.32,46,8.78,2.92,16.203,3.298,0.025,0.04,0.005,0.05,0.05,0.386,0.0005,2.5,10.36,1.858,9.4,956,0.0005,1.46,0.212,4.47,0.152,0.098,0.057,6.21,159.4,0.04,0.18,0.15,0.125,0.005,0.11,0.02,0.396,29.103,0.0305,0.027,0.0011,0.015,0.025,0.0005,0.01,0.0093,0.0005,2.06,0.014,0.028,0.004,0.005,0.003,0.001,0.001,0.005,0.005,0.001,0.004,0.001,0.004,0.001,0.005,0.001,0.01,0.005,0.01,0.005,0.0025,0.016
587479W,181548,390198,6.11,72,16.22,42.98,25.396,0.801,0.025,0.17,0.005,0.17,0.021,0.79,0.0255,7.6,16.13,2.509,336.5,1863,0.1824,0.83,2.505,6.74,6.028,0.995,0.514,330.76,8341.3,2.269,1.09,1.039,39.489,0.005,3.76,0.197,2.428,31.028,0.8053,0.241,0.0106,0.112,0.025,0.0137,0.052,0.0298,0.0105,58.68,0.685,1.798,0.179,0.63,0.139,0.033,0.024,0.149,0.131,0.027,0.084,0.011,0.077,0.013,0.011,0.001,0.01,0.005,0.794,0.005,0.0614,0.076
587480W,184497,388760,7.08,39,8.9,5.85,14.353,1.488,0.025,0.03,0.013,0.05,0.005,0.368,0.0055,2.5,9.18,1.239,52.1,1884,0.0534,0.25,0.318,1.32,0.99,0.173,0.241,43.62,586.7,0.302,0.21,0.398,35.767,0.005,0.32,0.055,0.294,7.2,0.1586,0.052,0.0038,0.015,0.025,0.0053,0.044,0.0146,0.0005,39.01,0.085,0.241,0.021,0.048,0.023,0.004,0.005,0.029,0.027,0.005,0.018,0.002,0.017,0.003,0.005,0.001,0.01,0.005,0.084,0.005,0.0142,0.016
587482W,185225,416411,7.92,43,9.63,3.34,18.98,2.399,0.025,0.03,0.005,0.05,0.005,0.501,0.0031,2.5,12.1,1.882,30.3,3106,0.0005,0.95,0.655,1.41,0.786,0.254,0.069,18,191.5,0.104,0.05,0.05,0.125,0.005,0.07,0.046,0.578,14.247,0.0392,0.021,0.0023,0.015,0.025,0.0013,0.022,0.0065,0.0005,2.47,0.027,0.055,0.006,0.005,0.005,0.001,0.001,0.007,0.006,0.001,0.005,0.001,0.004,0.001,0.016,0.001,0.01,0.005,0.01,0.005,0.0099,0.005
587483W,175940,413518,7.1,127,59.74,10.1,45.179,10.078,0.13,0.21,0.005,0.05,0.175,4.323,0.0446,5.7,29.55,5.739,52.7,1296,0.0355,3.88,2.214,13.12,1.209,0.369,0.305,15.54,507.5,0.175,0.59,1.245,2.521,0.005,0.2,0.072,2.291,89.993,0.213,0.206,0.0132,0.525,0.025,0.0073,0.062,0.052,0.0284,6.78,0.116,0.21,0.03,0.095,0.029,0.005,0.006,0.036,0.036,0.007,0.023,0.003,0.023,0.005,0.032,0.001,0.01,0.005,0.149,0.005,0.0343,0.339
587485W,170853,408022,6.55,210,31.7,4.12,108.236,18.51,0.122,0.48,0.005,0.05,0.021,1.573,0.0063,12.2,59.56,8.228,37.4,1899,0.0005,6.5,1.305,7.53,0.505,0.109,0.087,33.17,1070.3,0.334,0.52,0.482,2.12,0.005,0.09,0.066,2.05,78.444,0.1313,0.06,0.0018,0.015,0.025,0.0059,0.01,0.0096,0.2871,11.7,0.114,0.269,0.031,0.081,0.027,0.005,0.004,0.024,0.021,0.004,0.014,0.002,0.017,0.003,0.01,0.001,0.01,0.005,0.01,0.005,0.0188,0.009
587486W,203012,400005,6.18,65,7.68,7.66,13.413,5.291,0.025,0.01,0.005,0.05,0.016,0.535,0.0084,2.5,8.61,1.058,72.5,705,0.0098,1.8,0.219,2.83,1.192,0.178,0.125,14.44,1009.3,0.239,0.61,0.475,4.168,0.005,0.49,0.041,0.535,11.591,0.186,0.049,0.0038,0.015,0.025,0.0071,0.021,0.0198,0.0005,1.15,0.159,0.352,0.043,0.121,0.037,0.007,0.006,0.039,0.032,0.007,0.019,0.003,0.016,0.003,0.005,0.001,0.01,0.005,0.07,0.005,0.0252,0.017
587487W,188350,393993,7.39,64,35.36,3.38,16.038,4.954,0.201,0.01,0.005,0.05,0.013,0.309,0.0017,2.5,10.46,2.282,9.6,1069,0.0005,1.8,0.391,11.14,0.212,0.061,0.057,1.66,54.4,0.024,0.14,0.274,0.649,0.005,0.15,0.044,0.414,52.277,0.0549,0.01,0.0005,0.039,0.025,0.0068,0.01,0.0135,0.0005,7.78,0.033,0.023,0.006,0.005,0.006,0.001,0.001,0.006,0.008,0.001,0.005,0.001,0.004,0.001,0.005,0.001,0.01,0.005,0.01,0.005,0.0025,0.019
587488W,182676,388549,6.88,54,19.75,6.14,16.595,1.75,0.025,0.02,0.005,0.05,0.013,0.371,0.0026,2.5,10.86,2.396,69.9,2405,0.007,0.62,0.547,4.76,0.787,0.288,0.22,55.17,1184.2,0.239,0.19,0.457,4.281,0.005,0.96,0.048,0.575,18.441,0.1281,0.033,0.0015,0.015,0.025,0.0059,0.01,0.0154,0.0005,4.91,0.039,0.103,0.01,0.005,0.012,0.005,0.003,0.017,0.019,0.004,0.012,0.001,0.014,0.002,0.005,0.001,0.01,0.005,0.111,0.005,0.0106,0.024
587489W,190009,421080,7.37,79,41.45,5.2,23.589,4.377,0.244,0.03,0.005,0.05,0.02,0.581,0.0063,2.5,14.68,3.157,25.5,1900,0.0019,1.6,0.849,12.07,0.561,0.206,0.129,41.28,441,0.214,0.36,1.17,1.389,0.005,0.12,0.055,1.502,47.98,0.1154,0.04,0.0015,0.015,0.025,0.0064,0.023,0.0246,0.0116,5.33,0.069,0.137,0.016,0.022,0.017,0.004,0.003,0.02,0.016,0.004,0.013,0.001,0.013,0.003,0.005,0.001,0.01,0.005,0.104,0.005,0.0069,0.031
587490W,181639,390800,6.71,46,14.51,7.34,16.675,0.867,0.025,0.03,0.005,0.05,0.005,0.682,0.0034,2.5,10.87,1.83,47.6,1526,0.0039,0.25,0.111,3.14,1.243,0.23,0.155,28.11,1871.2,0.202,0.27,0.159,0.848,0.005,1.09,0.04,0.159,15.971,0.1154,0.066,0.0012,0.015,0.025,0.0021,0.027,0.0104,0.0005,14.83,0.079,0.177,0.02,0.028,0.018,0.006,0.004,0.023,0.021,0.005,0.013,0.001,0.014,0.002,0.005,0.001,0.01,0.005,0.167,0.005,0.0135,0.012
587492W,181155,390175,6.89,75,41.45,9.98,18.987,0.644,0.025,0.03,0.005,0.05,0.03,1.181,0.0049,2.5,12.7,2.939,40.5,2530,0.0185,0.25,0.574,13.66,1.441,0.211,0.202,131.21,2423.6,0.377,0.43,0.271,2.902,0.005,2.59,0.05,0.564,54.51,0.1905,0.079,0.0029,0.101,0.025,0.0056,0.041,0.0137,0.0005,41.81,0.085,0.187,0.02,0.026,0.025,0.006,0.005,0.028,0.027,0.006,0.02,0.003,0.022,0.004,0.005,0.001,0.01,0.005,0.207,0.005,0.018,0.031
587493W,203436,432099,7.21,81,41.45,4.96,28.246,9.243,0.025,0.05,0.005,0.05,0.03,0.633,0.0027,2.5,16.65,4.665,36.4,1822,0.0191,3.24,0.918,6.37,0.567,0.085,0.098,189.93,660.7,0.577,0.93,0.482,1.116,0.005,0.12,0.048,1.73,53.724,0.0677,0.058,0.0012,0.082,0.025,0.0066,0.03,0.015,0.0078,25.8,0.04,0.079,0.009,0.005,0.009,0.003,0.001,0.01,0.01,0.002,0.007,0.001,0.007,0.001,0.005,0.001,0.01,0.005,0.062,0.005,0.0067,0.011
587494W,172977,406516,7.05,123,65.84,6.31,62.059,8.077,0.055,0.17,0.005,0.05,0.021,1.324,0.0127,2.5,36,5.765,90.3,1752,0.0005,3.06,1.087,2.64,0.703,0.127,0.109,18.51,641.5,0.238,0.19,0.05,1.494,0.005,0.07,0.051,1.866,27.45,0.1624,0.04,0.0023,0.087,0.025,0.0066,0.01,0.0087,0.066,8.19,0.111,0.259,0.031,0.093,0.028,0.008,0.004,0.028,0.026,0.005,0.016,0.002,0.017,0.003,0.005,0.001,0.01,0.005,0.101,0.005,0.0114,0.027
587496W,180864,387835,7.21,42,8.53,7.01,14.608,1.694,0.173,0.01,0.005,0.05,0.005,0.279,0.0032,2.5,9.57,0.978,28.5,584,0.0005,0.66,0.389,2.05,0.804,0.109,0.079,21.9,546.5,0.074,0.05,0.05,0.692,0.005,0.32,0.063,0.353,13.752,0.0763,0.027,0.0005,0.065,0.025,0.0099,0.04,0.0278,0.0005,12.21,0.048,0.123,0.012,0.011,0.012,0.003,0.001,0.014,0.012,0.003,0.008,0.001,0.009,0.001,0.005,0.001,0.01,0.005,0.211,0.012,0.0025,0.004
587497W,169471,389644,7.36,50,12.92,4.21,19.284,2.387,0.025,0.05,0.005,0.05,0.015,0.386,0.0034,2.5,11.78,2.178,28.8,1320,0.0005,0.89,0.621,3.45,0.704,0.13,0.216,3.62,228.3,0.033,0.23,0.24,1.116,0.005,0.09,0.044,0.964,16.04,0.1291,0.068,0.0033,0.031,0.025,0.0005,0.023,0.01,0.0025,3.85,0.124,0.205,0.034,0.11,0.032,0.007,0.005,0.034,0.025,0.005,0.015,0.001,0.014,0.002,0.005,0.001,0.01,0.005,0.027,0.005,0.012,0.056
587498W,190814,417586,7.32,44,9.88,4.84,17.411,2.361,0.025,0.01,0.005,0.05,0.014,0.362,0.003,2.5,10.53,1.55,45.6,1537,0.0005,0.77,0.662,1.24,0.838,0.209,0.082,6.45,113.7,0.062,0.12,0.246,1.487,0.005,0.06,0.071,0.514,11.285,0.0454,0.01,0.001,0.015,0.025,0.0033,0.028,0.0126,0.0005,2.84,0.034,0.074,0.01,0.005,0.007,0.004,0.001,0.009,0.007,0.001,0.005,0.001,0.004,0.001,0.005,0.001,0.01,0.005,0.048,0.005,0.0025,0.004
587499W,186270,421645,6.36,45,9.14,5.82,22.407,3.246,0.228,0.03,0.005,0.05,0.015,0.379,0.008,2.5,13.5,1.527,67.9,1741,0.0005,1.02,0.849,0.75,0.882,0.306,0.097,11.17,110.7,0.111,0.15,0.186,1.13,0.005,0.07,0.056,0.837,9.925,0.0395,0.024,0.0013,0.015,0.025,0.005,0.022,0.0288,0.0011,3.56,0.035,0.088,0.009,0.015,0.008,0.002,0.001,0.008,0.007,0.001,0.004,0.001,0.004,0.001,0.005,0.001,0.01,0.005,0.058,0.005,0.0098,0.004
587500W,189307,419890,6.71,43,9.88,4.97,19.464,2.956,0.778,0.05,0.005,0.05,0.005,0.296,0.0075,2.5,12.06,1.477,88.5,2350,0.0005,0.78,0.758,0.71,1.16,0.246,0.112,8.32,69.1,0.133,0.12,0.225,0.701,0.005,0.07,0.082,0.73,10.651,0.1276,0.024,0.0005,0.015,0.025,0.0069,0.026,0.0112,0.0005,6.53,0.138,0.24,0.04,0.118,0.031,0.007,0.004,0.03,0.022,0.004,0.013,0.001,0.008,0.001,0.005,0.001,0.01,0.005,0.123,0.005,0.0149,0.006
587501W,201470,436081,7.41,168,84.13,4.55,33.816,18.084,2.273,0.06,0.056,0.05,0.076,0.567,0.0026,2.5,20.5,6.984,20.8,1871,0.0393,7.06,3.339,33.51,0.477,0.224,0.274,68.34,118.5,0.193,0.83,2.653,2.053,0.005,0.2,0.148,3.394,165.753,0.0929,0.132,0.0152,0.227,0.025,0.0016,0.057,0.0905,0.0089,42.15,0.087,0.107,0.019,0.068,0.016,0.003,0.002,0.015,0.013,0.003,0.009,0.001,0.009,0.001,0.081,0.001,0.01,0.005,0.075,0.005,0.0393,0.322
587502W,177785,394580,5.79,111,30.48,10.99,23.071,2.385,0.069,0.01,0.005,0.05,0.014,0.448,0.0129,2.5,14.29,1.674,69,877,0.0054,1.13,0.397,2.42,1.39,0.312,0.336,26.49,517.5,0.156,0.85,0.246,2.104,0.005,0.15,0.061,0.72,15.534,0.2667,0.057,0.0092,0.015,0.025,0.003,0.022,0.0197,0.0374,4.55,0.603,1.042,0.113,0.381,0.058,0.015,0.008,0.06,0.039,0.008,0.023,0.003,0.019,0.004,0.024,0.001,0.01,0.005,0.159,0.005,0.0272,0.019
587506W,177992,391818,6.52,94,8.53,11.58,19.248,3.052,0.108,0.01,0.005,0.05,0.013,0.403,0.0053,2.5,12.37,1.478,61.7,766,0.0069,1.39,0.459,2.73,1.41,0.277,0.182,18.76,447.7,0.17,0.21,0.374,3.637,0.005,0.1,0.073,0.578,13.838,0.0675,0.036,0.0047,0.015,0.025,0.0061,0.024,0.0207,0.0152,2.5,0.052,0.118,0.013,0.044,0.015,0.002,0.001,0.013,0.01,0.001,0.006,0.001,0.006,0.001,0.005,0.001,0.01,0.005,0.203,0.005,0.0121,0.007
587507W,185633,398313,5.3,70,8.41,12.6,14.351,2.3,0.025,0.01,0.005,0.05,0.013,0.284,0.0095,2.5,9.39,1.112,177.6,771,0.0108,0.97,0.176,0.62,1.617,0.434,0.158,25.09,645.3,0.242,0.16,0.22,1.772,0.005,0.44,0.078,0.216,5.466,0.1576,0.056,0.0044,0.015,0.025,0.0081,0.048,0.0191,0.0014,1.8,0.051,0.128,0.017,0.059,0.023,0.007,0.005,0.032,0.028,0.005,0.015,0.002,0.013,0.002,0.005,0.001,0.01,0.005,0.231,0.005,0.0111,0.027
587508W,185801,410788,7.96,55,11.34,3.35,22.324,2.779,0.025,0.03,0.005,0.05,0.021,0.656,0.0125,2.5,13.5,1.807,46.2,597,0.0033,1.02,0.626,1.93,0.598,0.207,0.091,11.07,213.5,0.024,0.05,0.115,1.433,0.005,0.09,0.054,0.643,25.04,0.0561,0.045,0.0051,0.015,0.025,0.0042,0.03,0.0133,0.0081,1.74,0.064,0.147,0.016,0.051,0.011,0.004,0.001,0.012,0.011,0.001,0.007,0.001,0.007,0.001,0.005,0.001,0.01,0.005,0.061,0.005,0.0111,0.165
587509W,184084,420201,6.05,130,9.51,6.66,26.107,4.652,0.025,0.02,0.005,0.05,0.005,0.397,0.0093,2.5,15.17,2.019,111.5,1271,0.0023,1.72,0.441,1.56,0.954,0.258,0.106,20.51,151.2,0.168,0.05,0.115,2.545,0.005,0.08,0.07,0.456,14.081,0.0601,0.033,0.0044,0.015,0.025,0.0059,0.02,0.0142,0.0074,2.64,0.034,0.088,0.011,0.045,0.011,0.003,0.001,0.012,0.011,0.001,0.006,0.001,0.006,0.001,0.005,0.001,0.01,0.005,0.063,0.005,0.008,0.007
587510W,180758,394997,5.2,83,14.51,12.61,18.103,2.059,0.025,0.01,0.005,0.05,0.005,0.466,0.0086,2.5,11.48,1.258,68.8,363,0.0037,0.88,0.417,1.09,1.672,0.338,0.188,7.58,396.6,0.112,0.32,0.276,2.896,0.005,0.15,0.077,0.497,8.503,0.0682,0.023,0.0044,0.015,0.025,0.0075,0.027,0.0263,0.0274,1.57,0.258,0.562,0.056,0.174,0.038,0.007,0.003,0.025,0.011,0.003,0.006,0.001,0.006,0.001,0.005,0.001,0.01,0.005,0.425,0.005,0.1236,0.008
587511W,190220,396232,6.89,69,7.8,5.81,10.032,2.96,0.025,0.01,0.005,0.05,0.005,0.125,0.0057,2.5,6.9,0.929,42,438,0.007,1.29,0.151,2.7,0.574,0.169,0.087,22.98,274.5,0.12,0.31,0.533,2.316,0.005,0.29,0.067,0.215,17.848,0.1275,0.06,0.0029,0.031,0.025,0.0037,0.023,0.0169,0.0013,8.53,0.101,0.178,0.026,0.093,0.021,0.006,0.003,0.021,0.018,0.004,0.01,0.001,0.013,0.002,0.005,0.001,0.01,0.005,0.038,0.005,0.0143,0.022
